frase1,fol1,frase2,fol2,relacion
todo agujero alegre aguanta ,all x.((AGUJERO(x) & ALEGRE(x)) -> AGUANTAR(x)), no algún agujero alegre no aguanta,-exists x.(AGUJERO(x) & ALEGRE(x) & -AGUANTAR(x)),1
todo agujero alto aguanta ,all x.((AGUJERO(x) & ALTO(x)) -> AGUANTAR(x)), no algún agujero alto no aguanta,-exists x.(AGUJERO(x) & ALTO(x) & -AGUANTAR(x)),1
todo agujero amargo aguanta ,all x.((AGUJERO(x) & AMARGO(x)) -> AGUANTAR(x)), no algún agujero amargo no aguanta,-exists x.(AGUJERO(x) & AMARGO(x) & -AGUANTAR(x)),1
todo agujero amplio aguanta ,all x.((AGUJERO(x) & AMPLIO(x)) -> AGUANTAR(x)), no algún agujero amplio no aguanta,-exists x.(AGUJERO(x) & AMPLIO(x) & -AGUANTAR(x)),1
todo agujero amarillo aguanta ,all x.((AGUJERO(x) & AMARILLO(x)) -> AGUANTAR(x)), no algún agujero amarillo no aguanta,-exists x.(AGUJERO(x) & AMARILLO(x) & -AGUANTAR(x)),1
todo agujero alegre ama ,all x.((AGUJERO(x) & ALEGRE(x)) -> AMAR(x)), no algún agujero alegre no ama,-exists x.(AGUJERO(x) & ALEGRE(x) & -AMAR(x)),1
todo agujero alto ama ,all x.((AGUJERO(x) & ALTO(x)) -> AMAR(x)), no algún agujero alto no ama,-exists x.(AGUJERO(x) & ALTO(x) & -AMAR(x)),1
todo agujero amargo ama ,all x.((AGUJERO(x) & AMARGO(x)) -> AMAR(x)), no algún agujero amargo no ama,-exists x.(AGUJERO(x) & AMARGO(x) & -AMAR(x)),1
todo agujero amplio ama ,all x.((AGUJERO(x) & AMPLIO(x)) -> AMAR(x)), no algún agujero amplio no ama,-exists x.(AGUJERO(x) & AMPLIO(x) & -AMAR(x)),1
todo agujero amarillo ama ,all x.((AGUJERO(x) & AMARILLO(x)) -> AMAR(x)), no algún agujero amarillo no ama,-exists x.(AGUJERO(x) & AMARILLO(x) & -AMAR(x)),1
todo agujero alegre amanece ,all x.((AGUJERO(x) & ALEGRE(x)) -> AMANECER(x)), no algún agujero alegre no amanece,-exists x.(AGUJERO(x) & ALEGRE(x) & -AMANECER(x)),1
todo agujero alto amanece ,all x.((AGUJERO(x) & ALTO(x)) -> AMANECER(x)), no algún agujero alto no amanece,-exists x.(AGUJERO(x) & ALTO(x) & -AMANECER(x)),1
todo agujero amargo amanece ,all x.((AGUJERO(x) & AMARGO(x)) -> AMANECER(x)), no algún agujero amargo no amanece,-exists x.(AGUJERO(x) & AMARGO(x) & -AMANECER(x)),1
todo agujero amplio amanece ,all x.((AGUJERO(x) & AMPLIO(x)) -> AMANECER(x)), no algún agujero amplio no amanece,-exists x.(AGUJERO(x) & AMPLIO(x) & -AMANECER(x)),1
todo agujero amarillo amanece ,all x.((AGUJERO(x) & AMARILLO(x)) -> AMANECER(x)), no algún agujero amarillo no amanece,-exists x.(AGUJERO(x) & AMARILLO(x) & -AMANECER(x)),1
todo agujero alegre anochece ,all x.((AGUJERO(x) & ALEGRE(x)) -> ANOCHECER(x)), no algún agujero alegre no anochece,-exists x.(AGUJERO(x) & ALEGRE(x) & -ANOCHECER(x)),1
todo agujero alto anochece ,all x.((AGUJERO(x) & ALTO(x)) -> ANOCHECER(x)), no algún agujero alto no anochece,-exists x.(AGUJERO(x) & ALTO(x) & -ANOCHECER(x)),1
todo agujero amargo anochece ,all x.((AGUJERO(x) & AMARGO(x)) -> ANOCHECER(x)), no algún agujero amargo no anochece,-exists x.(AGUJERO(x) & AMARGO(x) & -ANOCHECER(x)),1
todo agujero amplio anochece ,all x.((AGUJERO(x) & AMPLIO(x)) -> ANOCHECER(x)), no algún agujero amplio no anochece,-exists x.(AGUJERO(x) & AMPLIO(x) & -ANOCHECER(x)),1
todo agujero amarillo anochece ,all x.((AGUJERO(x) & AMARILLO(x)) -> ANOCHECER(x)), no algún agujero amarillo no anochece,-exists x.(AGUJERO(x) & AMARILLO(x) & -ANOCHECER(x)),1
todo albañil alegre acuerda ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> ACORDAR(x)), no algún albañil alegre no acuerda,-exists x.(ALBAÑIL(x) & ALEGRE(x) & -ACORDAR(x)),1
todo albañil alto acuerda ,all x.((ALBAÑIL(x) & ALTO(x)) -> ACORDAR(x)), no algún albañil alto no acuerda,-exists x.(ALBAÑIL(x) & ALTO(x) & -ACORDAR(x)),1
todo albañil amargo acuerda ,all x.((ALBAÑIL(x) & AMARGO(x)) -> ACORDAR(x)), no algún albañil amargo no acuerda,-exists x.(ALBAÑIL(x) & AMARGO(x) & -ACORDAR(x)),1
todo albañil amplio acuerda ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> ACORDAR(x)), no algún albañil amplio no acuerda,-exists x.(ALBAÑIL(x) & AMPLIO(x) & -ACORDAR(x)),1
todo albañil amarillo acuerda ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> ACORDAR(x)), no algún albañil amarillo no acuerda,-exists x.(ALBAÑIL(x) & AMARILLO(x) & -ACORDAR(x)),1
todo albañil alegre aguanta ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> AGUANTAR(x)), no algún albañil alegre no aguanta,-exists x.(ALBAÑIL(x) & ALEGRE(x) & -AGUANTAR(x)),1
todo albañil alto aguanta ,all x.((ALBAÑIL(x) & ALTO(x)) -> AGUANTAR(x)), no algún albañil alto no aguanta,-exists x.(ALBAÑIL(x) & ALTO(x) & -AGUANTAR(x)),1
todo albañil amargo aguanta ,all x.((ALBAÑIL(x) & AMARGO(x)) -> AGUANTAR(x)), no algún albañil amargo no aguanta,-exists x.(ALBAÑIL(x) & AMARGO(x) & -AGUANTAR(x)),1
todo albañil amplio aguanta ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> AGUANTAR(x)), no algún albañil amplio no aguanta,-exists x.(ALBAÑIL(x) & AMPLIO(x) & -AGUANTAR(x)),1
todo albañil amarillo aguanta ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> AGUANTAR(x)), no algún albañil amarillo no aguanta,-exists x.(ALBAÑIL(x) & AMARILLO(x) & -AGUANTAR(x)),1
todo albañil alegre ama ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> AMAR(x)), no algún albañil alegre no ama,-exists x.(ALBAÑIL(x) & ALEGRE(x) & -AMAR(x)),1
todo albañil alto ama ,all x.((ALBAÑIL(x) & ALTO(x)) -> AMAR(x)), no algún albañil alto no ama,-exists x.(ALBAÑIL(x) & ALTO(x) & -AMAR(x)),1
todo albañil amargo ama ,all x.((ALBAÑIL(x) & AMARGO(x)) -> AMAR(x)), no algún albañil amargo no ama,-exists x.(ALBAÑIL(x) & AMARGO(x) & -AMAR(x)),1
todo albañil amplio ama ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> AMAR(x)), no algún albañil amplio no ama,-exists x.(ALBAÑIL(x) & AMPLIO(x) & -AMAR(x)),1
todo albañil amarillo ama ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> AMAR(x)), no algún albañil amarillo no ama,-exists x.(ALBAÑIL(x) & AMARILLO(x) & -AMAR(x)),1
todo albañil alegre amanece ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> AMANECER(x)), no algún albañil alegre no amanece,-exists x.(ALBAÑIL(x) & ALEGRE(x) & -AMANECER(x)),1
todo albañil alto amanece ,all x.((ALBAÑIL(x) & ALTO(x)) -> AMANECER(x)), no algún albañil alto no amanece,-exists x.(ALBAÑIL(x) & ALTO(x) & -AMANECER(x)),1
todo albañil amargo amanece ,all x.((ALBAÑIL(x) & AMARGO(x)) -> AMANECER(x)), no algún albañil amargo no amanece,-exists x.(ALBAÑIL(x) & AMARGO(x) & -AMANECER(x)),1
todo albañil amplio amanece ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> AMANECER(x)), no algún albañil amplio no amanece,-exists x.(ALBAÑIL(x) & AMPLIO(x) & -AMANECER(x)),1
todo albañil amarillo amanece ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> AMANECER(x)), no algún albañil amarillo no amanece,-exists x.(ALBAÑIL(x) & AMARILLO(x) & -AMANECER(x)),1
todo albañil alegre anochece ,all x.((ALBAÑIL(x) & ALEGRE(x)) -> ANOCHECER(x)), no algún albañil alegre no anochece,-exists x.(ALBAÑIL(x) & ALEGRE(x) & -ANOCHECER(x)),1
todo albañil alto anochece ,all x.((ALBAÑIL(x) & ALTO(x)) -> ANOCHECER(x)), no algún albañil alto no anochece,-exists x.(ALBAÑIL(x) & ALTO(x) & -ANOCHECER(x)),1
todo albañil amargo anochece ,all x.((ALBAÑIL(x) & AMARGO(x)) -> ANOCHECER(x)), no algún albañil amargo no anochece,-exists x.(ALBAÑIL(x) & AMARGO(x) & -ANOCHECER(x)),1
todo albañil amplio anochece ,all x.((ALBAÑIL(x) & AMPLIO(x)) -> ANOCHECER(x)), no algún albañil amplio no anochece,-exists x.(ALBAÑIL(x) & AMPLIO(x) & -ANOCHECER(x)),1
todo albañil amarillo anochece ,all x.((ALBAÑIL(x) & AMARILLO(x)) -> ANOCHECER(x)), no algún albañil amarillo no anochece,-exists x.(ALBAÑIL(x) & AMARILLO(x) & -ANOCHECER(x)),1
todo alce alegre acuerda ,all x.((ALCER(x) & ALEGRE(x)) -> ACORDAR(x)), no algún alce alegre no acuerda,-exists x.(ALCER(x) & ALEGRE(x) & -ACORDAR(x)),1
todo alce alto acuerda ,all x.((ALCER(x) & ALTO(x)) -> ACORDAR(x)), no algún alce alto no acuerda,-exists x.(ALCER(x) & ALTO(x) & -ACORDAR(x)),1
todo alce amargo acuerda ,all x.((ALCER(x) & AMARGO(x)) -> ACORDAR(x)), no algún alce amargo no acuerda,-exists x.(ALCER(x) & AMARGO(x) & -ACORDAR(x)),1
todo alce amplio acuerda ,all x.((ALCER(x) & AMPLIO(x)) -> ACORDAR(x)), no algún alce amplio no acuerda,-exists x.(ALCER(x) & AMPLIO(x) & -ACORDAR(x)),1
todo alce amarillo acuerda ,all x.((ALCER(x) & AMARILLO(x)) -> ACORDAR(x)), no algún alce amarillo no acuerda,-exists x.(ALCER(x) & AMARILLO(x) & -ACORDAR(x)),1
todo alce alegre aguanta ,all x.((ALCER(x) & ALEGRE(x)) -> AGUANTAR(x)), no algún alce alegre no aguanta,-exists x.(ALCER(x) & ALEGRE(x) & -AGUANTAR(x)),1
todo alce alto aguanta ,all x.((ALCER(x) & ALTO(x)) -> AGUANTAR(x)), no algún alce alto no aguanta,-exists x.(ALCER(x) & ALTO(x) & -AGUANTAR(x)),1
todo alce amargo aguanta ,all x.((ALCER(x) & AMARGO(x)) -> AGUANTAR(x)), no algún alce amargo no aguanta,-exists x.(ALCER(x) & AMARGO(x) & -AGUANTAR(x)),1
todo alce amplio aguanta ,all x.((ALCER(x) & AMPLIO(x)) -> AGUANTAR(x)), no algún alce amplio no aguanta,-exists x.(ALCER(x) & AMPLIO(x) & -AGUANTAR(x)),1
todo alce amarillo aguanta ,all x.((ALCER(x) & AMARILLO(x)) -> AGUANTAR(x)), no algún alce amarillo no aguanta,-exists x.(ALCER(x) & AMARILLO(x) & -AGUANTAR(x)),1
todo alce alegre ama ,all x.((ALCER(x) & ALEGRE(x)) -> AMAR(x)), no algún alce alegre no ama,-exists x.(ALCER(x) & ALEGRE(x) & -AMAR(x)),1
todo alce alto ama ,all x.((ALCER(x) & ALTO(x)) -> AMAR(x)), no algún alce alto no ama,-exists x.(ALCER(x) & ALTO(x) & -AMAR(x)),1
todo alce amargo ama ,all x.((ALCER(x) & AMARGO(x)) -> AMAR(x)), no algún alce amargo no ama,-exists x.(ALCER(x) & AMARGO(x) & -AMAR(x)),1
todo alce amplio ama ,all x.((ALCER(x) & AMPLIO(x)) -> AMAR(x)), no algún alce amplio no ama,-exists x.(ALCER(x) & AMPLIO(x) & -AMAR(x)),1
todo alce amarillo ama ,all x.((ALCER(x) & AMARILLO(x)) -> AMAR(x)), no algún alce amarillo no ama,-exists x.(ALCER(x) & AMARILLO(x) & -AMAR(x)),1
todo alce alegre amanece ,all x.((ALCER(x) & ALEGRE(x)) -> AMANECER(x)), no algún alce alegre no amanece,-exists x.(ALCER(x) & ALEGRE(x) & -AMANECER(x)),1
todo alce alto amanece ,all x.((ALCER(x) & ALTO(x)) -> AMANECER(x)), no algún alce alto no amanece,-exists x.(ALCER(x) & ALTO(x) & -AMANECER(x)),1
todo alce amargo amanece ,all x.((ALCER(x) & AMARGO(x)) -> AMANECER(x)), no algún alce amargo no amanece,-exists x.(ALCER(x) & AMARGO(x) & -AMANECER(x)),1
todo alce amplio amanece ,all x.((ALCER(x) & AMPLIO(x)) -> AMANECER(x)), no algún alce amplio no amanece,-exists x.(ALCER(x) & AMPLIO(x) & -AMANECER(x)),1
todo alce amarillo amanece ,all x.((ALCER(x) & AMARILLO(x)) -> AMANECER(x)), no algún alce amarillo no amanece,-exists x.(ALCER(x) & AMARILLO(x) & -AMANECER(x)),1
todo alce alegre anochece ,all x.((ALCER(x) & ALEGRE(x)) -> ANOCHECER(x)), no algún alce alegre no anochece,-exists x.(ALCER(x) & ALEGRE(x) & -ANOCHECER(x)),1
todo alce alto anochece ,all x.((ALCER(x) & ALTO(x)) -> ANOCHECER(x)), no algún alce alto no anochece,-exists x.(ALCER(x) & ALTO(x) & -ANOCHECER(x)),1
todo alce amargo anochece ,all x.((ALCER(x) & AMARGO(x)) -> ANOCHECER(x)), no algún alce amargo no anochece,-exists x.(ALCER(x) & AMARGO(x) & -ANOCHECER(x)),1
todo alce amplio anochece ,all x.((ALCER(x) & AMPLIO(x)) -> ANOCHECER(x)), no algún alce amplio no anochece,-exists x.(ALCER(x) & AMPLIO(x) & -ANOCHECER(x)),1
todo alce amarillo anochece ,all x.((ALCER(x) & AMARILLO(x)) -> ANOCHECER(x)), no algún alce amarillo no anochece,-exists x.(ALCER(x) & AMARILLO(x) & -ANOCHECER(x)),1
todo abuelo alegre acuerda y aguanta ,all x.((ABUELO(x) & ALEGRE(x)) -> (ACORDAR(x) & AGUANTAR(x))), no algún abuelo alegre no acuerda o no aguanta,-exists x.(ABUELO(x) & ALEGRE(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
todo abuelo alegre acuerda y ama ,all x.((ABUELO(x) & ALEGRE(x)) -> (ACORDAR(x) & AMAR(x))), no algún abuelo alegre no acuerda o no ama,-exists x.(ABUELO(x) & ALEGRE(x) & (-ACORDAR(x) | -AMAR(x))),1
todo abuelo alegre acuerda y amanece ,all x.((ABUELO(x) & ALEGRE(x)) -> (ACORDAR(x) & AMANECER(x))), no algún abuelo alegre no acuerda o no amanece,-exists x.(ABUELO(x) & ALEGRE(x) & (-ACORDAR(x) | -AMANECER(x))),1
todo abuelo alegre acuerda y anochece ,all x.((ABUELO(x) & ALEGRE(x)) -> (ACORDAR(x) & ANOCHECER(x))), no algún abuelo alegre no acuerda o no anochece,-exists x.(ABUELO(x) & ALEGRE(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
todo abuelo alto acuerda y aguanta ,all x.((ABUELO(x) & ALTO(x)) -> (ACORDAR(x) & AGUANTAR(x))), no algún abuelo alto no acuerda o no aguanta,-exists x.(ABUELO(x) & ALTO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
todo abuelo alto acuerda y ama ,all x.((ABUELO(x) & ALTO(x)) -> (ACORDAR(x) & AMAR(x))), no algún abuelo alto no acuerda o no ama,-exists x.(ABUELO(x) & ALTO(x) & (-ACORDAR(x) | -AMAR(x))),1
todo abuelo alto acuerda y amanece ,all x.((ABUELO(x) & ALTO(x)) -> (ACORDAR(x) & AMANECER(x))), no algún abuelo alto no acuerda o no amanece,-exists x.(ABUELO(x) & ALTO(x) & (-ACORDAR(x) | -AMANECER(x))),1
todo abuelo alto acuerda y anochece ,all x.((ABUELO(x) & ALTO(x)) -> (ACORDAR(x) & ANOCHECER(x))), no algún abuelo alto no acuerda o no anochece,-exists x.(ABUELO(x) & ALTO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
todo abuelo amargo acuerda y aguanta ,all x.((ABUELO(x) & AMARGO(x)) -> (ACORDAR(x) & AGUANTAR(x))), no algún abuelo amargo no acuerda o no aguanta,-exists x.(ABUELO(x) & AMARGO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
todo abuelo amargo acuerda y ama ,all x.((ABUELO(x) & AMARGO(x)) -> (ACORDAR(x) & AMAR(x))), no algún abuelo amargo no acuerda o no ama,-exists x.(ABUELO(x) & AMARGO(x) & (-ACORDAR(x) | -AMAR(x))),1
todo abuelo amargo acuerda y amanece ,all x.((ABUELO(x) & AMARGO(x)) -> (ACORDAR(x) & AMANECER(x))), no algún abuelo amargo no acuerda o no amanece,-exists x.(ABUELO(x) & AMARGO(x) & (-ACORDAR(x) | -AMANECER(x))),1
todo abuelo amargo acuerda y anochece ,all x.((ABUELO(x) & AMARGO(x)) -> (ACORDAR(x) & ANOCHECER(x))), no algún abuelo amargo no acuerda o no anochece,-exists x.(ABUELO(x) & AMARGO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
todo abuelo amplio acuerda y aguanta ,all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & AGUANTAR(x))), no algún abuelo amplio no acuerda o no aguanta,-exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
todo abuelo amplio acuerda y ama ,all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & AMAR(x))), no algún abuelo amplio no acuerda o no ama,-exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -AMAR(x))),1
todo abuelo amplio acuerda y amanece ,all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & AMANECER(x))), no algún abuelo amplio no acuerda o no amanece,-exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -AMANECER(x))),1
todo abuelo amplio acuerda y anochece ,all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & ANOCHECER(x))), no algún abuelo amplio no acuerda o no anochece,-exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
todo abuelo amarillo acuerda y aguanta ,all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & AGUANTAR(x))), no algún abuelo amarillo no acuerda o no aguanta,-exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
todo abuelo amarillo acuerda y ama ,all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & AMAR(x))), no algún abuelo amarillo no acuerda o no ama,-exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -AMAR(x))),1
todo abuelo amarillo acuerda y amanece ,all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & AMANECER(x))), no algún abuelo amarillo no acuerda o no amanece,-exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -AMANECER(x))),1
todo abuelo amarillo acuerda y anochece ,all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & ANOCHECER(x))), no algún abuelo amarillo no acuerda o no anochece,-exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
todo abuelo alegre aguanta y acuerda ,all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & ACORDAR(x))), no algún abuelo alegre no aguanta o no acuerda,-exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
todo abuelo alegre aguanta y ama ,all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & AMAR(x))), no algún abuelo alegre no aguanta o no ama,-exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -AMAR(x))),1
todo abuelo alegre aguanta y amanece ,all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & AMANECER(x))), no algún abuelo alegre no aguanta o no amanece,-exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -AMANECER(x))),1
todo abuelo alegre aguanta y anochece ,all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & ANOCHECER(x))), no algún abuelo alegre no aguanta o no anochece,-exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
todo abuelo alto aguanta y acuerda ,all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & ACORDAR(x))), no algún abuelo alto no aguanta o no acuerda,-exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
todo abuelo alto aguanta y ama ,all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & AMAR(x))), no algún abuelo alto no aguanta o no ama,-exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -AMAR(x))),1
todo abuelo alto aguanta y amanece ,all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & AMANECER(x))), no algún abuelo alto no aguanta o no amanece,-exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
todo abuelo alto aguanta y anochece ,all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), no algún abuelo alto no aguanta o no anochece,-exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
todo abuelo amargo aguanta y acuerda ,all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & ACORDAR(x))), no algún abuelo amargo no aguanta o no acuerda,-exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
todo abuelo amargo aguanta y ama ,all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & AMAR(x))), no algún abuelo amargo no aguanta o no ama,-exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -AMAR(x))),1
todo abuelo amargo aguanta y amanece ,all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & AMANECER(x))), no algún abuelo amargo no aguanta o no amanece,-exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
todo abuelo amargo aguanta y anochece ,all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), no algún abuelo amargo no aguanta o no anochece,-exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
todo abuelo amplio aguanta y acuerda ,all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & ACORDAR(x))), no algún abuelo amplio no aguanta o no acuerda,-exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
todo abuelo amplio aguanta y ama ,all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & AMAR(x))), no algún abuelo amplio no aguanta o no ama,-exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -AMAR(x))),1
todo abuelo amplio aguanta y amanece ,all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & AMANECER(x))), no algún abuelo amplio no aguanta o no amanece,-exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
todo abuelo amplio aguanta y anochece ,all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), no algún abuelo amplio no aguanta o no anochece,-exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
todo abuelo amarillo aguanta y acuerda ,all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & ACORDAR(x))), no algún abuelo amarillo no aguanta o no acuerda,-exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
todo abuelo amarillo aguanta y ama ,all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & AMAR(x))), no algún abuelo amarillo no aguanta o no ama,-exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -AMAR(x))),1
todo abuelo amarillo aguanta y amanece ,all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & AMANECER(x))), no algún abuelo amarillo no aguanta o no amanece,-exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
todo abuelo amarillo aguanta y anochece ,all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), no algún abuelo amarillo no aguanta o no anochece,-exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
todo abuelo alegre ama y acuerda ,all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & ACORDAR(x))), no algún abuelo alegre no ama o no acuerda,-exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -ACORDAR(x))),1
todo abuelo alegre ama y aguanta ,all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & AGUANTAR(x))), no algún abuelo alegre no ama o no aguanta,-exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -AGUANTAR(x))),1
todo abuelo alegre ama y amanece ,all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & AMANECER(x))), no algún abuelo alegre no ama o no amanece,-exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -AMANECER(x))),1
todo abuelo alegre ama y anochece ,all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & ANOCHECER(x))), no algún abuelo alegre no ama o no anochece,-exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -ANOCHECER(x))),1
todo abuelo alto ama y acuerda ,all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & ACORDAR(x))), no algún abuelo alto no ama o no acuerda,-exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -ACORDAR(x))),1
todo abuelo alto ama y aguanta ,all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & AGUANTAR(x))), no algún abuelo alto no ama o no aguanta,-exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -AGUANTAR(x))),1
todo abuelo alto ama y amanece ,all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & AMANECER(x))), no algún abuelo alto no ama o no amanece,-exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -AMANECER(x))),1
todo abuelo alto ama y anochece ,all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & ANOCHECER(x))), no algún abuelo alto no ama o no anochece,-exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -ANOCHECER(x))),1
todo abuelo amargo ama y acuerda ,all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & ACORDAR(x))), no algún abuelo amargo no ama o no acuerda,-exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -ACORDAR(x))),1
todo abuelo amargo ama y aguanta ,all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & AGUANTAR(x))), no algún abuelo amargo no ama o no aguanta,-exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -AGUANTAR(x))),1
todo abuelo amargo ama y amanece ,all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & AMANECER(x))), no algún abuelo amargo no ama o no amanece,-exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -AMANECER(x))),1
todo abuelo amargo ama y anochece ,all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & ANOCHECER(x))), no algún abuelo amargo no ama o no anochece,-exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -ANOCHECER(x))),1
